No data_format specified in output block 'output2', using default
No data_format specified in output block 'output2', using default

Setup complete, entering main loop...

cycle=0 time=0.0000000000000000e+00 dt=3.2274861218395144e-02
cycle=10 time=3.1968892465580295e-01 dt=3.1282090292762153e-02
cycle=20 time=6.2755102530927442e-01 dt=3.0398705387014131e-02
cycle=30 time=9.3133864074309936e-01 dt=3.0414336550548635e-02
cycle=40 time=1.2352892179181134e+00 dt=3.0637074764700289e-02
cycle=50 time=1.5425024167402961e+00 dt=3.0908975806053791e-02
cycle=60 time=1.8518199878390744e+00 dt=3.0940365668923886e-02
cycle=70 time=2.1616883555136095e+00 dt=3.1050021588877003e-02
cycle=80 time=2.4733219881145310e+00 dt=3.1300926232529801e-02
cycle=90 time=2.7874216469853703e+00 dt=3.1506095148576461e-02
cycle=100 time=3.1031089565055412e+00 dt=3.1679384996538759e-02
cycle=110 time=3.4204487847497349e+00 dt=3.1846234017135426e-02
cycle=120 time=3.7394442702667088e+00 dt=3.1989385006746640e-02
cycle=130 time=4.0598720437211790e+00 dt=3.2100148321588334e-02
cycle=140 time=4.3814152796311436e+00 dt=3.2229513190393320e-02
cycle=150 time=4.7043705903312958e+00 dt=3.2371248550675601e-02
cycle=160 time=5.0284771310036183e+00 dt=3.2454586885434719e-02
cycle=170 time=5.3534035142993073e+00 dt=3.2540603029000408e-02
cycle=180 time=5.6792100881248535e+00 dt=3.2631260697737217e-02
cycle=190 time=6.0059888621428845e+00 dt=3.2738501520423881e-02
cycle=200 time=6.3339007360752353e+00 dt=3.2853411583399571e-02
cycle=210 time=6.6628835855913895e+00 dt=3.2935544213596998e-02
cycle=220 time=6.9928232961533352e+00 dt=3.3076677924650237e-02
cycle=230 time=7.3242157619418498e+00 dt=3.3243237484263770e-02
cycle=240 time=7.6573815860704819e+00 dt=3.3395539222690923e-02
cycle=250 time=7.9918255338469653e+00 dt=3.3505289292698630e-02
cycle=260 time=8.3274187495273164e+00 dt=3.3621298977320545e-02
cycle=270 time=8.6640472329092386e+00 dt=3.3713796469701851e-02
cycle=280 time=9.0015823264295527e+00 dt=3.3801480285765323e-02
cycle=290 time=9.3402263784734405e+00 dt=3.3931545690196387e-02
cycle=300 time=9.6800009984574853e+00 dt=3.4033804182806736e-02
cycle=310 time=1.0020802531414946e+01 dt=3.4139174229257767e-02
cycle=320 time=1.0362720674572342e+01 dt=3.4257243516261124e-02
cycle=330 time=1.0705826733413332e+01 dt=3.4374900267020690e-02
cycle=340 time=1.1050113052684988e+01 dt=3.4494230523998172e-02
cycle=350 time=1.1395670687435112e+01 dt=3.4621939830263210e-02
cycle=360 time=1.1742417271890766e+01 dt=3.4740060014643054e-02
cycle=370 time=1.2090399652257908e+01 dt=3.4874211463423892e-02
cycle=380 time=1.2439613663202104e+01 dt=3.4982732826740873e-02
cycle=390 time=1.2790052374703000e+01 dt=3.5128274947295750e-02
cycle=400 time=1.3142097608554721e+01 dt=3.5296728149890141e-02
cycle=410 time=1.3495592804567092e+01 dt=3.5416620100296642e-02
cycle=420 time=1.3850419486592555e+01 dt=3.5571939379374078e-02
cycle=430 time=1.4206949491867856e+01 dt=3.5737118669000235e-02
cycle=440 time=1.4564849982334355e+01 dt=3.5861971217196052e-02
cycle=450 time=1.4924174972752574e+01 dt=3.6021692076456967e-02
cycle=460 time=1.5285106735354219e+01 dt=3.6175523381325896e-02
cycle=470 time=1.5647399151895128e+01 dt=3.6300530097049220e-02
cycle=480 time=1.6010953583711835e+01 dt=3.6340055767157292e-02
cycle=490 time=1.6374888972603070e+01 dt=3.6456945525916232e-02
cycle=500 time=1.6740034937455871e+01 dt=3.6589803588601241e-02
cycle=510 time=1.7106281630684215e+01 dt=3.6694778494309743e-02
cycle=520 time=1.7473914305460330e+01 dt=3.6835986794269318e-02
cycle=530 time=1.7842804520092784e+01 dt=3.6960485852425104e-02
cycle=540 time=1.8213194581366952e+01 dt=3.7130933490771532e-02
cycle=550 time=1.8585522396227709e+01 dt=3.7341564872879630e-02
cycle=560 time=1.8959718804995234e+01 dt=3.7510472882395451e-02
cycle=570 time=1.9335575634703130e+01 dt=2.9341096333954653e-02

Terminating on time limit
time=1.9364916731037084e+01 cycle=571
tlim=1.9364916731037084e+01 nlim=-1

zone-cycles = 37421056
cpu time used  = 7.1412339999999999e+00
zone-cycles/cpu_second = 5.2401386090975311e+06
