run_id,listed_in_viewer,index_frame_count,distinct_measured_times,first_t_tcc,last_t_tcc,mesh_bytes,scientific_status,index_url,issues
enzo_L3_chi100,True,101,101,0.0,5.0,550244,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/enzo_L3_chi100/index.json,
enzo_L3_chi1000,True,101,101,0.0,5.0,486568,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/enzo_L3_chi1000/index.json,
enzo_L4_chi10,True,101,101,0.0,5.0,4475466,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/enzo_L4_chi10/index.json,
enzo_L4_chi100,True,101,101,0.0,5.0,2820546,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/enzo_L4_chi100/index.json,
enzo_L4_chi1000,True,101,101,0.0,5.0,2724092,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/enzo_L4_chi1000/index.json,
enzo_L5_chi10,True,101,101,0.0,5.0,20905692,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/enzo_L5_chi10/index.json,
enzo_L5_chi100,True,101,101,0.0,5.0,14736737,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/enzo_L5_chi100/index.json,
enzo_L5_chi1000,True,101,101,0.0,5.0,14517701,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/enzo_L5_chi1000/index.json,
enzo_L6_chi10,True,90,90,0.0,5.0,86112293,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/enzo_L6_chi10/index.json,
flash_L6_chi10,True,101,101,0.0,5.001,82399384,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/flash_L6_chi10/index.json,
flashx_L2_chi10,True,99,99,0.0,5.022,130174,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/flashx_L2_chi10/index.json,
flashx_L2_chi100,True,101,101,0.0,5.002,76130,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/flashx_L2_chi100/index.json,
flashx_L3_chi10,True,101,101,0.0,5.019,740632,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/flashx_L3_chi10/index.json,
flashx_L3_chi100,True,101,101,0.0,5.003,465679,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/flashx_L3_chi100/index.json,
flashx_L4_chi10,True,101,101,0.0,5.006,4079092,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/flashx_L4_chi10/index.json,
flashx_L4_chi100,True,101,101,0.0,5.0,2429327,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/flashx_L4_chi100/index.json,
flashx_L4_chi1000,True,101,101,0.0,5.001,2239439,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/flashx_L4_chi1000/index.json,
flashx_L5_chi10,True,101,101,0.0,5.003,18907810,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/flashx_L5_chi10/index.json,
flashx_L5_chi100,True,101,101,0.0,5.002,12275934,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/flashx_L5_chi100/index.json,
flashx_L5_chi1000,True,101,101,0.0,5.0,12148094,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/flashx_L5_chi1000/index.json,
gas_L3_chi10,True,100,100,0.05,5.0,1924162,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gas_L3_chi10/index.json,
gas_L3_chi100,True,100,100,0.05,5.0,514604,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gas_L3_chi100/index.json,
gas_L3_chi1000,True,100,100,0.05,5.0,521959,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gas_L3_chi1000/index.json,
gas_L4_chi10,True,100,100,0.05,5.0,17206752,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gas_L4_chi10/index.json,
gas_L4_chi100,True,100,100,0.05,5.0,2220363,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gas_L4_chi100/index.json,
gas_L4_chi1000,True,96,96,0.05,4.8,2213173,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gas_L4_chi1000/index.json,
gas_L5_chi10,True,12,12,0.05,0.6,252,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gas_L5_chi10/index.json,
gzmfm_L3_chi10,True,101,101,0.0,5.0,2198276,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gzmfm_L3_chi10/index.json,
gzmfm_L3_chi100,True,101,101,0.0,5.0,466473,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gzmfm_L3_chi100/index.json,
gzmfm_L3_chi1000,True,101,101,0.0,5.0,473053,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gzmfm_L3_chi1000/index.json,
gzmfm_L4_chi10,True,101,101,0.0,5.0,18171337,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gzmfm_L4_chi10/index.json,
gzmfm_L4_chi100,True,101,101,0.0,5.0,2240124,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gzmfm_L4_chi100/index.json,
gzmfm_L4_chi1000,True,101,101,0.0,5.0,2355112,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gzmfm_L4_chi1000/index.json,
gzmfm_L5_chi10,True,101,101,0.0,5.0,121617533,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gzmfm_L5_chi10/index.json,
gzmfm_L5_chi100,True,60,60,0.0,2.95,1157154,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gzmfm_L5_chi100/index.json,
gzmfv_L3_chi10,True,101,101,0.0,5.0,2350925,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gzmfv_L3_chi10/index.json,
gzmfv_L3_chi100,True,101,101,0.0,5.0,582040,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gzmfv_L3_chi100/index.json,
gzmfv_L3_chi1000,True,101,101,0.0,5.0,563276,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gzmfv_L3_chi1000/index.json,
gzmfv_L4_chi10,True,101,101,0.0,5.0,18748711,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gzmfv_L4_chi10/index.json,
gzmfv_L4_chi100,True,101,101,0.0,5.0,3474414,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gzmfv_L4_chi100/index.json,
gzmfv_L4_chi1000,True,70,70,0.0,3.45,2233439,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gzmfv_L4_chi1000/index.json,
gzmfv_L5_chi10,True,101,101,0.0,5.0,131267830,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/gzmfv_L5_chi10/index.json,
ramses_L1_chi10,True,44,44,0.0,5.0,15403,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/ramses_L1_chi10/index.json,
ramses_L1_chi100,True,101,101,0.0,5.026,18937,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/ramses_L1_chi100/index.json,
ramses_L1_chi1000,True,101,101,0.0,5.008,20299,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/ramses_L1_chi1000/index.json,
ramses_L2_chi10,True,89,89,0.0,5.025,122110,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/ramses_L2_chi10/index.json,
ramses_L2_chi100,True,101,101,0.0,5.01,51000,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/ramses_L2_chi100/index.json,
ramses_L2_chi1000,True,101,101,0.0,5.001,49725,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/ramses_L2_chi1000/index.json,
ramses_L3_chi10,True,101,101,0.0,5.008,732235,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/ramses_L3_chi10/index.json,
ramses_L3_chi100,True,101,101,0.0,5.009,379884,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/ramses_L3_chi100/index.json,
ramses_L3_chi1000,True,101,101,0.0,5.002,372188,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/ramses_L3_chi1000/index.json,
ramses_L4_chi10,True,101,101,0.0,5.005,3620084,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/ramses_L4_chi10/index.json,
ramses_L4_chi100,True,101,101,0.0,5.003,1874280,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/ramses_L4_chi100/index.json,
ramses_L4_chi1000,True,101,101,0.0,5.0,1870062,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/ramses_L4_chi1000/index.json,
ramses_L5_chi10,True,21,21,0.0,5.005,3432678,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/ramses_L5_chi10/index.json,
ramses_L5_chi100,True,21,21,0.0,5.001,1915168,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/ramses_L5_chi100/index.json,
ramses_L5_chi1000,True,21,21,0.0,5.0,1948423,historical; matched-code comparability not certified,https://raw.githubusercontent.com/KaanBoge/cloud-studio/7b25e3b651dafffb76716bdf0c7d778d2e441182/ramses_L5_chi1000/index.json,
